delta.rank,pval,level,nseqs,term,name,p.adj,,,,,,,
0,1,2,5,GO:0072429,response to intra-S DNA damage checkpoint signaling,1,,,,,,,
0,1,2,77,GO:0072488,ammonium transmembrane transport,1,,,,,,,
0,1,2,99,GO:0072499,photoreceptor cell axon guidance,1,,,,,,,
0,1,2,77,GO:0072512;GO:0033572,trivalent inorganic cation transport,1,,,,,,,
0,1,3,50,GO:0072520,seminiferous tubule development,1,,,,,,,
0,1,3,20,GO:0072526,pyridine-containing compound catabolic process,1,,,,,,,
0,0.357207571,2,150,GO:0072527,pyrimidine-containing compound metabolic process,1,,,,,,,
0,1,2,85,GO:0072528,pyrimidine-containing compound biosynthetic process,1,,,,,,,
0,0.156834113,3,58,GO:0072529,pyrimidine-containing compound catabolic process,1,,,,,,,
0,1,2,28,GO:0072530,purine-containing compound transmembrane transport,1,,,,,,,
0,1,2,21,GO:0072531,pyrimidine-containing compound transmembrane transport,1,,,,,,,
0,1,2,10,GO:0072537,fibroblast activation,1,,,,,,,
0,1,2,17,GO:0072538;GO:0072539,T-helper 17 type immune response,1,,,,,,,
0,0.214384438,2,82,GO:0072553,terminal button organization,1,,,,,,,
0,1,4,9,GO:0072554,blood vessel lumenization,1,,,,,,,
0,1,3,8,GO:0072567,chemokine (C-X-C motif) ligand 2 production,1,,,,,,,
0,1,3,7,GO:0072574;GO:0072575,epithelial cell proliferation involved in liver morphogenesis,1,,,,,,,
0,1,3,21,GO:0072576,liver morphogenesis,1,,,,,,,
0,1,3,12,GO:0072577,endothelial cell apoptotic process,1,,,,,,,
0,1,5,54,GO:0072578,neurotransmitter-gated ion channel clustering,1,,,,,,,
0,1,2,98,GO:0072583,clathrin-dependent endocytosis,1,,,,,,,
0,1,5,7,GO:0072584,caveolin-mediated endocytosis,1,,,,,,,
0,1,3,5,GO:0072592,oxygen metabolic process,1,,,,,,,
0,0.427210573,2,189,GO:0072593,reactive oxygen species metabolic process,1,,,,,,,
0,0.911527418,5,813,GO:0072594,establishment of protein localization to organelle,1,,,,,,,
0,1,2,156,GO:0072655;GO:0070585,protein localization to mitochondrion,1,,,,,,,
0,1,2,12,GO:0072656,maintenance of protein location in mitochondrion,1,,,,,,,
0,0.965380206,5,1121,GO:0072657,protein localization to membrane,1,,,,,,,
0,1,2,7,GO:0072658;GO:0072660,maintenance of protein location in membrane,1,,,,,,,
0,0.850405477,2,639,GO:0072659;GO:1990778,protein localization to cell periphery,1,,,,,,,
0,0.278768903,2,111,GO:0072665,protein localization to vacuole,1,,,,,,,
0,1,2,9,GO:0072672,neutrophil extravasation,1,,,,,,,
0,1,2,17,GO:0072673,lamellipodium morphogenesis,1,,,,,,,
0,1,2,12,GO:0072674;GO:0072675,multinuclear osteoclast differentiation,1,,,,,,,
0,1,3,89,GO:0072676,lymphocyte migration,1,,,,,,,
0,1,2,45,GO:0072678,T cell migration,1,,,,,,,
0,1,2,7,GO:0072679,thymocyte migration,1,,,,,,,
0,1,3,6,GO:0072683,T cell extravasation,1,,,,,,,
0,1,6,35,GO:0072697,protein localization to cell cortex,1,,,,,,,
0,1,5,8,GO:0072708,response to sorbitol,1,,,,,,,
0,1,2,20,GO:0072710;GO:0072711,response to hydroxyurea,1,,,,,,,
0,1,3,12,GO:0072716;GO:0072717,response to actinomycin D,1,,,,,,,
0,1,2,18,GO:0072718,response to cisplatin,1,,,,,,,
0,1,2,5,GO:0072720,response to dithiothreitol,1,,,,,,,
0,1,3,10,GO:0072733;GO:0072734,response to staurosporine,1,,,,,,,
0,1,2,12,GO:0072741;GO:1905345,protein localization to cell division site,1,,,,,,,
0,1,3,5,GO:0072757,cellular response to camptothecin,1,,,,,,,
0,1,4,10,GO:0075044;GO:0075071,modulation by symbiont of host autophagy,1,,,,,,,
0,1,2,23,GO:0075522,IRES-dependent viral translational initiation,1,,,,,,,
0,1,2,9,GO:0075525,viral translational termination-reinitiation,1,,,,,,,
0,1,2,9,GO:0075713,establishment of integrated proviral latency,1,,,,,,,
0,1,7,28,GO:0080009,mRNA methylation,1,,,,,,,
0,1,2,6,GO:0080058,protein deglutathionylation,1,,,,,,,
0,0.059857582,7,21,GO:0080111,DNA demethylation,1,,,,,,,
0,0.699279778,2,1603,GO:0080135,regulation of cellular response to stress,1,,,,,,,
0,1,2,11,GO:0080144,amino acid homeostasis,1,,,,,,,
0,0.261547234,4,103,GO:0080154,regulation of fertilization,1,,,,,,,
0,0.103075536,2,37,GO:0080182,histone H3-K4 trimethylation,1,,,,,,,
0,1,3,22,GO:0080184,response to phenylpropanoid,1,,,,,,,
0,1,2,11,GO:0085020,protein K6-linked ubiquitination,1,,,,,,,
0,1,5,80,GO:0085029,extracellular matrix assembly,1,,,,,,,
0,1,2,146,GO:0086001,cardiac muscle cell action potential,1,,,,,,,
0,1,6,117,GO:0086002;GO:0086003,cardiac muscle cell contraction,1,,,,,,,
0,1,2,117,GO:0086004;GO:1903115,regulation of actin filament-based movement,1,,,,,,,
0,1,2,55,GO:0086005,ventricular cardiac muscle cell action potential,1,,,,,,,
0,1,3,46,GO:0086009;GO:0086011;GO:0086013;GO:0099622,membrane repolarization,1,,,,,,,
0,1,5,116,GO:0086010,membrane depolarization during action potential,1,,,,,,,
0,1,2,59,GO:0086012,membrane depolarization during cardiac muscle cell action potential,1,,,,,,,
0,1,4,39,GO:0086014;GO:0086026;GO:0086066,atrial cardiac muscle cell to AV node cell communication,1,,,,,,,
0,1,3,32,GO:0086015;GO:0086018;GO:0086070,SA node cell to atrial cardiac muscle cell communication,1,,,,,,,
0,1,2,17,GO:0086016;GO:0086027;GO:0086045,AV node cell action potential,1,,,,,,,
0,1,3,10,GO:0086017;GO:0086047,membrane depolarization during Purkinje myocyte cell action potential,1,,,,,,,
0,1,2,80,GO:0086019,cell-cell signaling involved in cardiac conduction,1,,,,,,,
0,1,5,8,GO:0086021;GO:0086053,AV node cell to bundle of His cell communication by electrical coupling,1,,,,,,,
0,1,2,12,GO:0086023,adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,1,,,,,,,
0,1,2,10,GO:0086028;GO:0086043;GO:0086048,bundle of His cell to Purkinje myocyte signaling,1,,,,,,,
0,1,2,26,GO:0086029;GO:0086068,Purkinje myocyte to ventricular cardiac muscle cell communication,1,,,,,,,
0,1,4,26,GO:0086036,regulation of cardiac muscle cell membrane potential,1,,,,,,,
0,1,2,21,GO:0086042,cardiac muscle cell-cardiac muscle cell adhesion,1,,,,,,,
0,1,2,22,GO:0086046,membrane depolarization during SA node cell action potential,1,,,,,,,
0,1,2,123,GO:0086065,cell communication involved in cardiac conduction,1,,,,,,,
0,1,2,27,GO:0086067,AV node cell to bundle of His cell communication,1,,,,,,,
0,1,4,29,GO:0086069,bundle of His cell to Purkinje myocyte communication,1,,,,,,,
0,1,2,14,GO:0086073,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,1,,,,,,,
0,1,2,102,GO:0086091,regulation of heart rate by cardiac conduction,1,,,,,,,
0,1,2,6,GO:0086098,angiotensin-activated signaling pathway involved in heart process,1,,,,,,,
0,1,3,5,GO:0086100,endothelin receptor signaling pathway,1,,,,,,,
0,1,2,20,GO:0086103,G protein-coupled receptor signaling pathway involved in heart process,1,,,,,,,
0,1,3,8,GO:0089700,protein kinase D signaling,1,,,,,,,
0,1,3,12,GO:0089709,L-histidine transmembrane transport,1,,,,,,,
0,1,2,38,GO:0089718,amino acid import across plasma membrane,1,,,,,,,
0,1,3,24,GO:0090009,primitive streak formation,1,,,,,,,
0,1,3,41,GO:0090025,regulation of monocyte chemotaxis,1,,,,,,,
0,1,7,27,GO:0090026,positive regulation of monocyte chemotaxis,1,,,,,,,
0,1,3,12,GO:0090027,negative regulation of monocyte chemotaxis,1,,,,,,,
0,1,4,52,GO:0090030,regulation of steroid hormone biosynthetic process,1,,,,,,,
0,1,2,29,GO:0090031,positive regulation of steroid hormone biosynthetic process,1,,,,,,,
0,0.174036601,2,65,GO:0090036,regulation of protein kinase C signaling,1,,,,,,,
0,1,4,26,GO:0090037,positive regulation of protein kinase C signaling,1,,,,,,,
0,1,4,33,GO:0090038,negative regulation of protein kinase C signaling,1,,,,,,,
0,1,3,18,GO:0090043,regulation of tubulin deacetylation,1,,,,,,,
0,1,2,20,GO:0090045,positive regulation of deacetylase activity,1,,,,,,,
0,1,2,94,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,1,,,,,,,
0,1,2,50,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,1,,,,,,,
0,1,5,39,GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis,1,,,,,,,
0,1,2,16,GO:0090063,positive regulation of microtubule nucleation,1,,,,,,,
0,0.512669049,3,1949,GO:0090066,regulation of anatomical structure size,1,,,,,,,
0,0.874004276,3,696,GO:0090068,positive regulation of cell cycle process,1,,,,,,,
0,1,2,33,GO:0090069,regulation of ribosome biogenesis,1,,,,,,,
0,1,6,24,GO:0090070,positive regulation of ribosome biogenesis,1,,,,,,,
0,1,5,7,GO:0090071,negative regulation of ribosome biogenesis,1,,,,,,,
0,0.054312769,5,19,GO:0090073,positive regulation of protein homodimerization activity,1,,,,,,,
0,1,5,13,GO:0090074,negative regulation of protein homodimerization activity,1,,,,,,,
0,1,2,59,GO:0090075,relaxation of muscle,1,,,,,,,
0,1,2,5,GO:0090076,relaxation of skeletal muscle,1,,,,,,,
0,1,2,11,GO:0090080,positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway,1,,,,,,,
0,1,5,6,GO:0090081;GO:0090082,positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway,1,,,,,,,
0,1,5,37,GO:0090083,regulation of inclusion body assembly,1,,,,,,,
0,1,2,20,GO:0090084,negative regulation of inclusion body assembly,1,,,,,,,
0,0.151854461,2,56,GO:0090085,regulation of protein deubiquitination,1,,,,,,,
0,1,2,24,GO:0090091,positive regulation of extracellular matrix disassembly,1,,,,,,,
0,0.309051961,5,664,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1,,,,,,,
0,0.065561002,3,315,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1,,,,,,,
0,1,2,316,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1,,,,,,,
0,0.316080858,3,129,GO:0090102,cochlea development,1,,,,,,,
0,0.174036601,4,65,GO:0090103,cochlea morphogenesis,1,,,,,,,
0,1,2,7,GO:0090107,regulation of high-density lipoprotein particle assembly,1,,,,,,,
0,1,3,28,GO:0090110,COPII-coated vesicle cargo loading,1,,,,,,,
0,1,2,9,GO:0090118,receptor-mediated endocytosis involved in cholesterol transport,1,,,,,,,
0,1,2,5,GO:0090119,vesicle-mediated cholesterol transport,1,,,,,,,
0,1,2,47,GO:0090128;GO:0090129,regulation of synapse maturation,1,,,,,,,
0,1,3,11,GO:0090131,mesenchyme migration,1,,,,,,,
0,1,2,55,GO:0090136,epithelial cell-cell adhesion,1,,,,,,,
0,1,3,47,GO:0090140,regulation of mitochondrial fission,1,,,,,,,
0,1,2,33,GO:0090141,positive regulation of mitochondrial fission,1,,,,,,,
0,1,2,27,GO:0090148,membrane fission,1,,,,,,,
0,1,4,5,GO:0090149,mitochondrial membrane fission,1,,,,,,,
0,1,5,462,GO:0090150,establishment of protein localization to membrane,1,,,,,,,
0,1,2,50,GO:0090151;GO:0051204,establishment of protein localization to mitochondrial membrane,1,,,,,,,
0,1,3,35,GO:0090153;GO:1905038;GO:2000303,regulation of sphingolipid biosynthetic process,1,,,,,,,
0,1,3,23,GO:0090154;GO:2000304,positive regulation of sphingolipid biosynthetic process,1,,,,,,,
0,1,4,9,GO:0090155;GO:0090156,negative regulation of sphingolipid biosynthetic process,1,,,,,,,
0,1,3,17,GO:0090160,Golgi to lysosome transport,1,,,,,,,
0,1,2,24,GO:0090161,Golgi ribbon formation,1,,,,,,,
0,1,4,151,GO:0090162,establishment of epithelial cell polarity,1,,,,,,,
0,1,2,23,GO:0090163,establishment of epithelial cell planar polarity,1,,,,,,,
0,1,3,8,GO:0090164,asymmetric Golgi ribbon formation,1,,,,,,,
0,1,2,13,GO:0090166,Golgi disassembly,1,,,,,,,
0,1,2,7,GO:0090168,Golgi reassembly,1,,,,,,,
0,1,3,65,GO:0090169,regulation of spindle assembly,1,,,,,,,
0,1,7,7,GO:0090170,regulation of Golgi inheritance,1,,,,,,,
0,0.075232058,2,334,GO:0090174;GO:0048284;GO:0006906,organelle fusion,1,,,,,,,
0,1,6,213,GO:0090175,regulation of establishment of planar polarity,1,,,,,,,
0,1,3,22,GO:0090176,microtubule cytoskeleton organization involved in establishment of planar polarity,1,,,,,,,
0,1,2,6,GO:0090177,establishment of planar polarity involved in neural tube closure,1,,,,,,,
0,1,2,38,GO:0090178;GO:0090179,regulation of establishment of planar polarity involved in neural tube closure,1,,,,,,,
0,0.324109905,4,133,GO:0090183;GO:0090184,regulation of kidney development,1,,,,,,,
0,0.129084239,5,47,GO:0090185,negative regulation of kidney development,1,,,,,,,
0,1,4,20,GO:0090186;GO:0090188,regulation of pancreatic juice secretion,1,,,,,,,
0,1,2,5,GO:0090187,positive regulation of pancreatic juice secretion,1,,,,,,,
0,1,5,40,GO:0090192;GO:0090193,regulation of glomerulus development,1,,,,,,,
0,1,7,83,GO:0090199,regulation of release of cytochrome c from mitochondria,1,,,,,,,
0,1,2,40,GO:0090200,positive regulation of release of cytochrome c from mitochondria,1,,,,,,,
0,1,2,45,GO:0090201,negative regulation of release of cytochrome c from mitochondria,1,,,,,,,
0,1,2,9,GO:0090204,protein localization to nuclear pore,1,,,,,,,
0,1,2,123,GO:0090207,regulation of triglyceride metabolic process,1,,,,,,,
0,1,6,58,GO:0090208,positive regulation of triglyceride metabolic process,1,,,,,,,
0,1,2,37,GO:0090209,negative regulation of triglyceride metabolic process,1,,,,,,,
0,1,3,5,GO:0090210,regulation of establishment of blood-brain barrier,1,,,,,,,
0,1,4,8,GO:0090215;GO:0090217,negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity,1,,,,,,,
0,1,2,22,GO:0090219,negative regulation of lipid kinase activity,1,,,,,,,
0,1,2,139,GO:0090224;GO:0060236,regulation of spindle organization,1,,,,,,,
0,1,2,9,GO:0090230;GO:0090234,regulation of centromere complex assembly,1,,,,,,,
0,1,3,27,GO:0090231;GO:0090266;GO:1903504,regulation of spindle checkpoint,1,,,,,,,
0,1,2,13,GO:0090232;GO:1901978;GO:0090267,positive regulation of cell cycle checkpoint,1,,,,,,,
0,1,2,14,GO:0090235,regulation of metaphase plate congression,1,,,,,,,
0,1,2,17,GO:0090237,regulation of arachidonic acid secretion,1,,,,,,,
0,1,4,12,GO:0090238,positive regulation of arachidonic acid secretion,1,,,,,,,
0,1,8,31,GO:0090239,regulation of histone H4 acetylation,1,,,,,,,
0,1,2,12,GO:0090240,positive regulation of histone H4 acetylation,1,,,,,,,
0,1,6,16,GO:0090241;GO:2000619,negative regulation of histone H4 acetylation,1,,,,,,,
0,1,3,6,GO:0090242,retinoic acid receptor signaling pathway involved in somitogenesis,1,,,,,,,
0,1,5,18,GO:0090244,Wnt signaling pathway involved in somitogenesis,1,,,,,,,
0,1,3,12,GO:0090245,axis elongation involved in somitogenesis,1,,,,,,,
0,1,2,5,GO:0090249,regulation of cell migration involved in somitogenic axis elongation,1,,,,,,,
0,1,2,23,GO:0090251,protein localization involved in establishment of planar polarity,1,,,,,,,
0,1,2,33,GO:0090254,cell elongation involved in imaginal disc-derived wing morphogenesis,1,,,,,,,
0,1,2,6,GO:0090256,regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis,1,,,,,,,
0,1,3,9,GO:0090258,negative regulation of mitochondrial fission,1,,,,,,,
0,1,3,24,GO:0090259,regulation of retinal ganglion cell axon guidance,1,,,,,,,
0,1,2,11,GO:0090260,negative regulation of retinal ganglion cell axon guidance,1,,,,,,,
0,1,6,15,GO:0090261,positive regulation of inclusion body assembly,1,,,,,,,
0,1,2,23,GO:0090270,regulation of fibroblast growth factor production,1,,,,,,,
0,1,4,10,GO:0090271,positive regulation of fibroblast growth factor production,1,,,,,,,
0,1,3,10,GO:0090272,negative regulation of fibroblast growth factor production,1,,,,,,,
0,1,2,18,GO:0090273;GO:0090274,regulation of somatostatin secretion,1,,,,,,,
0,1,5,7,GO:0090275,negative regulation of somatostatin secretion,1,,,,,,,
0,1,2,289,GO:0090277,positive regulation of peptide hormone secretion,1,,,,,,,
0,1,3,163,GO:0090278,negative regulation of peptide hormone secretion,1,,,,,,,
0,1,3,72,GO:0090279,regulation of calcium ion import,1,,,,,,,
0,1,7,47,GO:0090280,positive regulation of calcium ion import,1,,,,,,,
0,1,4,11,GO:0090281,negative regulation of calcium ion import,1,,,,,,,
0,1,2,6,GO:0090283,regulation of protein glycosylation in Golgi,1,,,,,,,
0,1,-1,8,GO:0090286;GO:0043578;GO:0090292,obsolete cytoskeletal anchoring at nuclear membrane,1,,,,,,,
0,0.916729095,4,833,GO:0090287,regulation of cellular response to growth factor stimulus,1,,,,,,,
0,1,2,407,GO:0090288,negative regulation of cellular response to growth factor stimulus,1,,,,,,,
0,1,2,5,GO:0090289,regulation of osteoclast proliferation,1,,,,,,,
0,1,6,9,GO:0090296,regulation of mitochondrial DNA replication,1,,,,,,,
0,1,2,8,GO:0090297;GO:1901860,positive regulation of mitochondrial DNA metabolic process,1,,,,,,,
0,1,2,177,GO:0090303,positive regulation of wound healing,1,,,,,,,
0,1,4,399,GO:0090305,nucleic acid phosphodiester bond hydrolysis,1,,,,,,,
0,1,5,61,GO:0090306,spindle assembly involved in meiosis,1,,,,,,,
0,1,3,117,GO:0090307,mitotic spindle assembly,1,,,,,,,
0,1,2,25,GO:0090308,regulation of DNA methylation-dependent heterochromatin assembly,1,,,,,,,
0,1,2,18,GO:0090309,positive regulation of DNA methylation-dependent heterochromatin assembly,1,,,,,,,
0,1,2,107,GO:0090311,regulation of protein deacetylation,1,,,,,,,
0,1,4,81,GO:0090313;GO:0090314,regulation of protein targeting to membrane,1,,,,,,,
0,1,2,9,GO:0090315,negative regulation of protein targeting to membrane,1,,,,,,,
0,1,4,386,GO:0090316,positive regulation of intracellular protein transport,1,,,,,,,
0,0.059861687,3,135,GO:0090317,negative regulation of intracellular protein transport,1,,,,,,,
0,0.176465637,2,66,GO:0090322,regulation of superoxide metabolic process,1,,,,,,,
0,1,3,16,GO:0090324,negative regulation of oxidative phosphorylation,1,,,,,,,
0,1,2,67,GO:0090325,regulation of locomotion involved in locomotory behavior,1,,,,,,,
0,1,3,33,GO:0090326,positive regulation of locomotion involved in locomotory behavior,1,,,,,,,
0,1,5,10,GO:0090327,negative regulation of locomotion involved in locomotory behavior,1,,,,,,,
0,1,2,38,GO:0090328,regulation of olfactory learning,1,,,,,,,
0,1,2,127,GO:0090329,regulation of DNA-dependent DNA replication,1,,,,,,,
0,1,3,54,GO:0090330;GO:0034111;GO:0090331,regulation of platelet aggregation,1,,,,,,,
0,1,6,41,GO:0090335;GO:0090336,regulation of brown fat cell differentiation,1,,,,,,,
0,1,4,75,GO:0090342,regulation of cell aging,1,,,,,,,
0,1,2,22,GO:0090343,positive regulation of cell aging,1,,,,,,,
0,1,2,39,GO:0090344,negative regulation of cell aging,1,,,,,,,
0,1,2,6,GO:0090361,regulation of platelet-derived growth factor production,1,,,,,,,
0,1,6,8,GO:0090364,regulation of proteasome assembly,1,,,,,,,
0,1,3,10,GO:0090365;GO:0090367,regulation of mRNA modification,1,,,,,,,
0,1,3,14,GO:0090370,negative regulation of cholesterol efflux,1,,,,,,,
0,1,2,22,GO:0090381;GO:1901321,regulation of heart induction,1,,,,,,,
0,1,2,70,GO:0090382,phagosome maturation,1,,,,,,,
0,1,8,11,GO:0090383,phagosome acidification,1,,,,,,,
0,1,5,27,GO:0090385,phagosome-lysosome fusion,1,,,,,,,
0,1,2,42,GO:0090386,phagosome maturation involved in apoptotic cell clearance,1,,,,,,,
0,1,2,26,GO:0090387,phagolysosome assembly involved in apoptotic cell clearance,1,,,,,,,
0,1,2,15,GO:0090389,phagosome-lysosome fusion involved in apoptotic cell clearance,1,,,,,,,
0,1,3,30,GO:0090394,negative regulation of excitatory postsynaptic potential,1,,,,,,,
0,1,2,79,GO:0090398,cellular senescence,1,,,,,,,
0,1,2,21,GO:0090399,replicative senescence,1,,,,,,,
0,1,4,20,GO:0090400,stress-induced premature senescence,1,,,,,,,
0,1,2,10,GO:0090403,oxidative stress-induced premature senescence,1,,,,,,,
0,1,5,12,GO:0090427,activation of meiosis,1,,,,,,,
0,1,4,30,GO:0090435,protein localization to nuclear envelope,1,,,,,,,
0,1,2,6,GO:0090472,dibasic protein processing,1,,,,,,,
0,1,2,5,GO:0090480,purine nucleotide-sugar transmembrane transport,1,,,,,,,
0,1,2,216,GO:0090501,RNA phosphodiester bond hydrolysis,1,,,,,,,
0,1,3,6,GO:0090521,glomerular visceral epithelial cell migration,1,,,,,,,
0,1,2,48,GO:0090522;GO:0099022,vesicle tethering,1,,,,,,,
0,1,4,30,GO:0090527,actin filament reorganization,1,,,,,,,
0,1,3,28,GO:0090557,establishment of endothelial intestinal barrier,1,,,,,,,
0,1,5,6,GO:0090597,nematode male tail mating organ morphogenesis,1,,,,,,,
0,1,3,244,GO:0090598,male anatomical structure morphogenesis,1,,,,,,,
0,1,2,10,GO:0090611,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,1,,,,,,,
0,1,2,12,GO:0090615,mitochondrial mRNA processing,1,,,,,,,
0,1,4,8,GO:0090616;GO:0097222,mitochondrial mRNA polyadenylation,1,,,,,,,
0,0.524718832,2,252,GO:0090630,activation of GTPase activity,1,,,,,,,
0,1,2,21,GO:0090646,mitochondrial tRNA processing,1,,,,,,,
0,1,3,17,GO:0090647,modulation of age-related behavioral decline,1,,,,,,,
0,1,4,19,GO:0090649;GO:0090650,cellular response to oxygen-glucose deprivation,1,,,,,,,
0,1,4,11,GO:0090666;GO:0090670;GO:0090685;GO:1904874,RNA localization to nucleus,1,,,,,,,
0,1,2,9,GO:0090669,telomerase RNA stabilization,1,,,,,,,
0,1,2,20,GO:0090676,calcium ion transmembrane transport via low voltage-gated calcium channel,1,,,,,,,
0,1,3,22,GO:0090727,positive regulation of brood size,1,,,,,,,
0,1,4,21,GO:0093002;GO:1901244;GO:1902097,obsolete positive regulation of transcription from RNA polymerase II promoter involved in defense response to fungus,1,,,,,,,
0,1,3,119,GO:0097006,regulation of plasma lipoprotein particle levels,1,,,,,,,
0,1,2,88,GO:0097009,energy homeostasis,1,,,,,,,
0,1,5,6,GO:0097010,eukaryotic translation initiation factor 4F complex assembly,1,,,,,,,
0,1,6,25,GO:0097011;GO:0097012,response to granulocyte macrophage colony-stimulating factor,1,,,,,,,
0,1,2,5,GO:0097017,renal protein absorption,1,,,,,,,
0,1,2,63,GO:0097028,dendritic cell differentiation,1,,,,,,,
0,1,3,11,GO:0097029,mature conventional dendritic cell differentiation,1,,,,,,,
0,1,2,12,GO:0097039,protein linear polyubiquitination,1,,,,,,,
0,1,2,8,GO:0097049,motor neuron apoptotic process,1,,,,,,,
0,1,3,17,GO:0097050,type B pancreatic cell apoptotic process,1,,,,,,,
0,1,2,5,GO:0097051,establishment of protein localization to endoplasmic reticulum membrane,1,,,,,,,
0,1,3,143,GO:0097061;GO:0106027,neuron projection organization,1,,,,,,,
0,1,2,23,GO:0097062,dendritic spine maintenance,1,,,,,,,
0,1,2,16,GO:0097064,ncRNA export from nucleus,1,,,,,,,
0,0.283011976,4,113,GO:0097066,response to thyroid hormone,1,,,,,,,
0,0.161784892,2,60,GO:0097067,cellular response to thyroid hormone stimulus,1,,,,,,,
0,1,2,27,GO:0097068;GO:1904386,response to L-phenylalanine derivative,1,,,,,,,
0,1,2,9,GO:0097069;GO:1904387,cellular response to L-phenylalanine derivative,1,,,,,,,
0,1,2,11,GO:0097070,ductus arteriosus closure,1,,,,,,,
0,1,5,26,GO:0097084,vascular associated smooth muscle cell development,1,,,,,,,
0,1,3,12,GO:0097089,methyl-branched fatty acid metabolic process,1,,,,,,,
0,1,2,78,GO:0097090;GO:0097105;GO:0099054,presynaptic membrane organization,1,,,,,,,
0,1,2,14,GO:0097091,synaptic vesicle clustering,1,,,,,,,
0,0.13164378,2,48,GO:0097094,craniofacial suture morphogenesis,1,,,,,,,
0,1,2,9,GO:0097101,blood vessel endothelial cell fate specification,1,,,,,,,
0,1,2,6,GO:0097102,endothelial tip cell fate specification,1,,,,,,,
0,1,4,50,GO:0097106;GO:0099084,postsynaptic density organization,1,,,,,,,
0,1,4,26,GO:0097107;GO:0098698;GO:1904861,excitatory synapse assembly,1,,,,,,,
0,1,6,18,GO:0097112,gamma-aminobutyric acid receptor clustering,1,,,,,,,
0,1,2,21,GO:0097113,AMPA glutamate receptor clustering,1,,,,,,,
0,1,2,16,GO:0097114,NMDA glutamate receptor clustering,1,,,,,,,
0,1,5,10,GO:0097116,gephyrin clustering involved in postsynaptic density assembly,1,,,,,,,
0,1,2,8,GO:0097117,guanylate kinase-associated protein clustering,1,,,,,,,
0,1,2,19,GO:0097118,neuroligin clustering involved in postsynaptic membrane assembly,1,,,,,,,
0,1,6,18,GO:0097119,postsynaptic density protein 95 clustering,1,,,,,,,
0,1,5,92,GO:0097120,receptor localization to synapse,1,,,,,,,
0,1,2,77,GO:0097150,neuronal stem cell population maintenance,1,,,,,,,
0,1,2,30,GO:0097151;GO:0098828,modulation of inhibitory postsynaptic potential,1,,,,,,,
0,1,5,51,GO:0097154,GABAergic neuron differentiation,1,,,,,,,
0,1,2,9,GO:0097155,fasciculation of sensory neuron axon,1,,,,,,,
0,1,2,30,GO:0097156,fasciculation of motor neuron axon,1,,,,,,,
0,0.094583336,3,369,GO:0097164,ammonium ion metabolic process,1,,,,,,,
0,1,2,12,GO:0097167,circadian regulation of translation,1,,,,,,,
0,1,2,5,GO:0097176,epoxide metabolic process,1,,,,,,,
0,1,2,27,GO:0097178,ruffle assembly,1,,,,,,,
0,1,3,40,GO:0097186,amelogenesis,1,,,,,,,
0,1,3,11,GO:0097187,dentinogenesis,1,,,,,,,
0,1,2,631,GO:0097190,apoptotic signaling pathway,1,,,,,,,
0,1,3,204,GO:0097191,extrinsic apoptotic signaling pathway,1,,,,,,,
0,1,3,363,GO:0097193,intrinsic apoptotic signaling pathway,1,,,,,,,
0,1,2,115,GO:0097194,execution phase of apoptosis,1,,,,,,,
0,1,2,9,GO:0097195,pilomotor reflex,1,,,,,,,
0,0.095124418,7,34,GO:0097201,negative regulation of transcription from RNA polymerase II promoter in response to stress,1,,,,,,,
0,1,6,28,GO:0097202,activation of cysteine-type endopeptidase activity,1,,,,,,,
0,1,4,59,GO:0097205,renal filtration,1,,,,,,,
0,1,2,26,GO:0097206,nephrocyte filtration,1,,,,,,,
0,1,2,19,GO:0097210;GO:0097211,response to gonadotropin-releasing hormone,1,,,,,,,
0,1,4,7,GO:0097212;GO:0097213,regulation of lysosomal membrane permeability,1,,,,,,,
0,1,4,5,GO:0097214;GO:1904592;GO:1904764;GO:1990832,chaperone-mediated autophagy translocation complex disassembly,1,,,,,,,
0,0.681840536,2,387,GO:0097237,cellular response to toxic substance,1,,,,,,,
0,1,4,12,GO:0097240,chromosome attachment to the nuclear envelope,1,,,,,,,
0,1,2,31,GO:0097242,amyloid-beta clearance,1,,,,,,,
0,1,2,5,GO:0097252,oligodendrocyte apoptotic process,1,,,,,,,
0,1,3,19,GO:0097264,self proteolysis,1,,,,,,,
0,1,2,14,GO:0097267,omega-hydroxylase P450 pathway,1,,,,,,,
0,1,2,5,GO:0097272,ammonium homeostasis,1,,,,,,,
0,1,2,31,GO:0097284,hepatocyte apoptotic process,1,,,,,,,
